metric,FastGDP,geosolver
macro_f1,0.9562193362193363,0.9324504555273786
macro_f1_var,0.010397108775463754,0.022057295780684816
macro_precision,0.974102564102564,0.9226506826506826
macro_precision_var,0.005769493754109138,0.03539715901813804
macro_recall,0.9548717948717949,0.9733333333333333
macro_recall_var,0.0179207100591716,0.00735726495726496
micro_f1,0.9636711281070747,0.921146953405018
micro_precision,0.972972972972973,0.8741496598639455
micro_recall,0.9545454545454546,0.9734848484848485
