metric,FastGDP,geosolver
macro_f1,0.9092897198931233,0.8984360972536536
macro_f1_var,0.020903777393450042,0.02403050869784682
macro_precision,0.9174975353593776,0.9013287226058966
macro_precision_var,0.015333552105060391,0.020235388726224275
macro_recall,0.9333792106586223,0.9369715537730243
macro_recall_var,0.028909664033516035,0.03040147882511084
micro_f1,0.8939974457215837,0.8908406524466751
micro_precision,0.8997429305912596,0.8808933002481389
micro_recall,0.8883248730964467,0.9010152284263959
